seed,config,fold,did,name,domain,true_best,predicted,hit_best,oracle_accuracy,chosen_accuracy,regret,zero_regret,within_1pp
99,baseline_stats,2,41856,FOREX_eurdkk-hour-High,finance,LogisticRegression,LogisticRegression,1,0.6451340559041643,0.6451340559041643,0.0,1.0,1.0
99,baseline_stats,2,41782,FOREX_usdjpy-hour-Close,finance,LogisticRegression,LogisticRegression,1,0.5168739304050199,0.5168739304050199,0.0,1.0,1.0
99,baseline_stats,2,41805,FOREX_eurrub-hour-High,finance,LogisticRegression,LogisticRegression,1,0.7108499714774672,0.7108499714774672,0.0,1.0,1.0
99,baseline_stats,2,46822,Dynamically-Generated-Hate-Speech-Dataset,biology,DecisionTree,LogisticRegression,0,1.0,0.8133870851588874,0.18661291484111264,0.0,0.0
99,baseline_stats,2,46371,Customer_Churn_Classification_Nominal,social,LogisticRegression,LogisticRegression,1,0.8343142857142857,0.8343142857142857,0.0,1.0,1.0
99,baseline_stats,2,46548,dataset_default_of_credit_card_clients,finance,LogisticRegression,LogisticRegression,1,0.8109666666666667,0.8109666666666667,0.0,1.0,1.0
99,baseline_stats,2,46919,credit_card_clients_default,finance,LogisticRegression,LogisticRegression,1,0.8107,0.8107,0.0,1.0,1.0
99,baseline_stats,2,46541,dataset_china,finance,DecisionTree,LogisticRegression,0,1.0,0.9967298689880236,0.003270131011976374,0.0,1.0
99,baseline_stats,2,42493,airlines,other,DecisionTree,LogisticRegression,0,0.578627570407567,0.5783676514984165,0.00025991890915044724,0.0,1.0
99,baseline_stats,2,45037,BitcoinHeist_Ransomware,biology,DecisionTree,LogisticRegression,0,0.8177158999192897,0.6592816787732042,0.15843422114608552,0.0,0.0
99,baseline_stats,2,821,house_16H,other,DecisionTree,LogisticRegression,0,0.8399755472723515,0.8269399912107357,0.013035556061615772,0.0,0.0
99,baseline_stats,2,1046,mozilla4,other,DecisionTree,LogisticRegression,0,0.9284014152460598,0.8496622708266323,0.07873914441942753,0.0,0.0
99,baseline_stats,2,1040,sylva_prior,education,LogisticRegression,LogisticRegression,1,0.9947898575894408,0.9947898575894408,0.0,1.0,1.0
99,baseline_stats,2,4534,PhishingWebsites,biology,DecisionTree,DecisionTree,1,0.9626413387607416,0.9626413387607416,0.0,1.0,1.0
99,baseline_stats,2,46924,E-CommereShippingData,social,LogisticRegression,LogisticRegression,1,0.6390573401132746,0.6390573401132746,0.0,1.0,1.0
99,baseline_stats,2,1019,pendigits,image,LogisticRegression,LogisticRegression,1,0.9941775999596144,0.9941775999596144,0.0,1.0,1.0
99,baseline_stats,2,375,JapaneseVowels,sensor_signal,MLP,LogisticRegression,0,0.9855438311197624,0.940567891233776,0.04497593988598636,0.0,0.0
99,baseline_stats,2,4538,GesturePhaseSegmentationProcessed,biology,KNN,MLP,0,0.5842205378784964,0.5599123286265758,0.024308209251920565,0.0,0.0
99,baseline_stats,2,41082,USPS,image,MLP,LogisticRegression,0,0.967304424277129,0.9438583583496736,0.02344606592745546,0.0,0.0
99,baseline_stats,2,373,UNIX_user_data,biology,DecisionTree,DecisionTree,1,0.4856043956043955,0.4856043956043955,0.0,1.0,1.0
99,baseline_stats,2,725,bank8FM,finance,SVM,MLP,0,0.945678631584672,0.9453127037019656,0.0003659278827063961,0.0,1.0
99,baseline_stats,2,833,bank32nh,finance,SVM,MLP,0,0.82238700896419,0.780277887660438,0.042109121303751995,0.0,0.0
99,baseline_stats,2,816,puma8NH,other,MLP,MLP,1,0.8287358428298026,0.8287358428298026,0.0,1.0,1.0
99,baseline_stats,2,182,satimage,image,MLP,LogisticRegression,0,0.908398133748056,0.8567651632970451,0.051632970451010896,0.0,0.0
99,baseline_stats,2,60,waveform-5000,biology,LogisticRegression,LogisticRegression,1,0.8652,0.8652,0.0,1.0,1.0
99,baseline_stats,2,47153,spam,text,MLP,MLP,1,0.9450129821082944,0.9450129821082944,0.0,1.0,1.0
99,baseline_stats,2,1037,ada_prior,education,MLP,LogisticRegression,0,0.8388844853096596,0.8187215368651641,0.02016294844449551,0.0,0.0
99,baseline_stats,2,43925,eucalyptus,other,DecisionTree,MLP,0,0.7878045661954498,0.6949841640228976,0.09282040217255216,0.0,0.0
99,baseline_stats,2,720,abalone,other,MLP,DecisionTree,0,0.7962667965504397,0.7179781107641178,0.07828868578632198,0.0,0.0
99,baseline_stats,2,43051,art_daily_nojump4,other,DecisionTree,LogisticRegression,0,0.9675100931366672,0.9675100931366672,0.0,1.0,1.0
99,baseline_stats,2,42810,PCam,other,DecisionTree,LogisticRegression,0,0.6307500000000001,0.53525,0.09550000000000014,0.0,0.0
99,baseline_stats,2,41946,Sick_numeric,text,DecisionTree,LogisticRegression,0,0.9790598485780034,0.9551959527113671,0.023863895866636287,0.0,0.0
99,baseline_stats,2,40708,allrep,other,DecisionTree,LogisticRegression,0,0.981973053208495,0.9668607163560348,0.015112336852460273,0.0,0.0
99,baseline_stats,2,40713,dis,other,DecisionTree,SVM,0,0.9854192211077344,0.9846238164667028,0.0007954046410315607,0.0,1.0
99,baseline_stats,2,46800,AVIDa-SARS-CoV-2,biology,KNN,LogisticRegression,0,0.8015001920102213,0.58237812734405,0.21912206466617123,0.0,0.0
99,baseline_stats,2,42882,dgf_test,other,DecisionTree,MLP,0,0.9868228404099562,0.8506588579795021,0.13616398243045402,0.0,0.0
99,baseline_stats,2,40677,led24,other,LogisticRegression,LogisticRegression,1,0.7240624999999999,0.7240624999999999,0.0,1.0,1.0
99,baseline_stats,2,953,splice,other,DecisionTree,DecisionTree,1,0.9275862068965518,0.9275862068965518,0.0,1.0,1.0
99,baseline_stats,2,40670,dna,biology,SVM,SVM,1,0.9595094560611802,0.9595094560611802,0.0,1.0,1.0
99,baseline_stats,2,45059,sick,health,MLP,SVM,0,0.9323214378473844,0.9307121707963224,0.0016092670510620133,0.0,1.0
99,baseline_stats,2,36,segment,image,MLP,DecisionTree,0,0.971861471861472,0.9645021645021644,0.007359307359307565,0.0,1.0
99,baseline_stats,2,44415,MiniBooNE_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,MLP,1,0.9075,0.9075,0.0,1.0,1.0
99,baseline_stats,2,1020,mfeat-karhunen,image,MLP,MLP,1,0.9965,0.9965,0.0,1.0,1.0
99,baseline_stats,2,12,mfeat-factors,image,LogisticRegression,LogisticRegression,1,0.9795,0.9795,0.0,1.0,1.0
99,baseline_stats,2,1022,mfeat-pixel,image,KNN,MLP,0,0.9965,0.9965,0.0,1.0,1.0
99,baseline_stats,2,44433,electricity_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,sensor_signal,MLP,DecisionTree,0,0.7625,0.7545,0.008000000000000007,0.0,1.0
99,baseline_stats,2,44699,Fashion-MNIST_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,SVM,MLP,0,0.797,0.785,0.01200000000000001,0.0,0.0
99,baseline_stats,2,995,mfeat-zernike,image,LogisticRegression,LogisticRegression,1,0.9955,0.9955,0.0,1.0,1.0
99,baseline_stats,2,44668,GesturePhaseSegmentationProcessed_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,MLP,1,0.5025000000000001,0.5025000000000001,0.0,1.0,1.0
99,baseline_stats,2,971,mfeat-fourier,image,SVM,MLP,0,0.9995,0.9975000000000002,0.0019999999999998908,0.0,1.0
99,baseline_stats,2,44677,PhishingWebsites_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,DecisionTree,0,0.9365,0.9225,0.014000000000000012,0.0,0.0
99,baseline_stats,2,44566,philippine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,DecisionTree,LogisticRegression,0,0.6990000000000001,0.6900000000000001,0.009000000000000008,0.0,1.0
99,baseline_stats,2,44633,segment_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,LogisticRegression,0,0.918,0.8615,0.056499999999999995,0.0,0.0
99,baseline_stats,2,44528,airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,LogisticRegression,LogisticRegression,1,0.5885,0.5885,0.0,1.0,1.0
99,baseline_stats,2,44777,sf-police-incidents_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,SVM,LogisticRegression,0,0.8785000000000001,0.8785000000000001,0.0,1.0,1.0
99,baseline_stats,2,46752,student_lifestyle_dataset,education,DecisionTree,LogisticRegression,0,1.0,0.8240000000000001,0.17599999999999993,0.0,0.0
99,baseline_stats,2,44227,South_Asian_Churn_dataset,social,LogisticRegression,MLP,0,0.7114999999999999,0.7035,0.007999999999999896,0.0,1.0
99,baseline_stats,2,40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,other,MLP,SVM,0,0.684375,0.664375,0.019999999999999907,0.0,0.0
99,baseline_stats,2,40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,biology,SVM,SVM,1,0.6356249999999999,0.6356249999999999,0.0,1.0,1.0
99,baseline_stats,2,44480,amazon-commerce-reviews_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,LogisticRegression,SVM,0,0.1953333333333333,0.176,0.019333333333333313,0.0,0.0
99,baseline_stats,2,46184,Flare,other,LogisticRegression,LogisticRegression,1,0.760782765126585,0.760782765126585,0.0,1.0,1.0
99,baseline_stats,2,45077,qsar,biology,MLP,MLP,1,0.872037914691943,0.872037914691943,0.0,1.0,1.0
99,baseline_stats,2,46842,maternal_health_risk,health,DecisionTree,LogisticRegression,0,0.8481636833634102,0.6173389260108277,0.23082475735258245,0.0,0.0
99,baseline_stats,2,42809,kits,other,DecisionTree,LogisticRegression,0,0.611,0.5740000000000001,0.03699999999999992,0.0,0.0
99,baseline_stats,2,46562,German-Credit-Data-Creditability-Preprocessed-Dataset,finance,SVM,LogisticRegression,0,0.7620000000000001,0.756,0.006000000000000116,0.0,1.0
99,baseline_stats,2,46416,Creditability-German-Credit-Data,finance,SVM,LogisticRegression,0,0.761,0.7590000000000001,0.0019999999999998908,0.0,1.0
99,baseline_stats,2,44098,credit-g_reproduced_1,finance,SVM,LogisticRegression,0,0.728,0.715,0.013000000000000012,0.0,0.0
99,baseline_stats,2,44097,credit-g_copy,finance,SVM,LogisticRegression,0,0.728,0.715,0.013000000000000012,0.0,0.0
99,baseline_stats,2,1023,soybean,other,MLP,SVM,0,0.969257191927866,0.960465865178188,0.008791326749677975,0.0,1.0
99,baseline_stats,2,46584,Student_Performance_on_an_Entrance_Examination,education,SVM,DecisionTree,0,0.5089664459656603,0.4594546066659184,0.0495118392997419,0.0,0.0
99,baseline_stats,2,997,balance-scale,other,MLP,DecisionTree,0,0.9904,0.8624,0.1279999999999999,0.0,0.0
99,baseline_stats,2,377,synthetic_control,biology,LogisticRegression,LogisticRegression,1,0.9883333333333332,0.9883333333333332,0.0,1.0,1.0
99,baseline_stats,2,954,spectrometer,other,LogisticRegression,LogisticRegression,1,0.9774113912890142,0.9774113912890142,0.0,1.0,1.0
99,baseline_stats,2,47048,Accidents_Prediction_Dataset,other,SVM,MLP,0,0.874,0.8620000000000001,0.0119999999999999,0.0,0.0
99,baseline_stats,2,1100,PopularKids,education,KNN,SVM,0,0.5417324561403509,0.5167324561403509,0.025000000000000022,0.0,0.0
99,baseline_stats,2,1011,ecoli,biology,KNN,LogisticRegression,0,0.9702809482001756,0.9642669007901667,0.0060140474100088825,0.0,1.0
99,baseline_stats,2,786,cleveland,health,SVM,MLP,0,0.8480874316939889,0.8250819672131147,0.02300546448087426,0.0,0.0
99,baseline_stats,2,798,cholesterol,health,MLP,LogisticRegression,0,0.6338251366120219,0.6236612021857925,0.010163934426229426,0.0,0.0
99,baseline_stats,2,44149,Heart_disease_prediction_20,health,SVM,MLP,0,0.8446327683615819,0.8140677966101695,0.030564971751412373,0.0,0.0
99,baseline_stats,2,336,SPECT,health,SVM,SVM,1,0.8389238294898673,0.8389238294898673,0.0,1.0,1.0
99,baseline_stats,2,811,rmftsa_ctoarrivals,other,KNN,KNN,1,0.928156748911466,0.928156748911466,0.0,1.0,1.0
99,baseline_stats,2,481,biomed,health,MLP,LogisticRegression,0,0.9045296167247386,0.8804878048780488,0.024041811846689853,0.0,0.0
99,baseline_stats,2,40,sonar,biology,SVM,MLP,0,0.8605110336817654,0.851335656213705,0.009175377468060408,0.0,1.0
99,baseline_stats,3,40985,tamilnadu-electricity,health,LogisticRegression,DecisionTree,0,0.0611388929004269,0.0538651387549257,0.007273754145501202,0.0,1.0
99,baseline_stats,3,1461,bank-marketing,finance,LogisticRegression,LogisticRegression,1,0.8911105271740711,0.8911105271740711,0.0,1.0,1.0
99,baseline_stats,3,279,meta_stream_intervals.arff,other,DecisionTree,LogisticRegression,0,0.9893499595077864,0.9521743396935378,0.03717561981424855,0.0,0.0
99,baseline_stats,3,43551,Employee-Turnover-at-TECHCO,text,LogisticRegression,LogisticRegression,1,0.985661211411616,0.985661211411616,0.0,1.0,1.0
99,baseline_stats,3,1537,volcanoes-c1,image,LogisticRegression,LogisticRegression,1,0.9755117711747684,0.9755117711747684,0.0,1.0,1.0
99,baseline_stats,3,1481,kr-vs-k,other,DecisionTree,DecisionTree,1,0.8401055011964204,0.8401055011964204,0.0,1.0,1.0
99,baseline_stats,3,41159,guillermo,biology,LogisticRegression,LogisticRegression,1,0.66905,0.66905,0.0,1.0,1.0
99,baseline_stats,3,1222,letter-challenge-unlabeled.arff,image,KNN,DecisionTree,0,0.9707,0.9324,0.0383,0.0,0.0
99,baseline_stats,3,846,elevators,other,LogisticRegression,LogisticRegression,1,0.8977650402755948,0.8977650402755948,0.0,1.0,1.0
99,baseline_stats,3,45936,IndoorScenes,biology,LogisticRegression,DecisionTree,0,0.0681818181818181,0.0389244558258642,0.029257362355953893,0.0,0.0
99,baseline_stats,3,41526,test_dataset,other,LogisticRegression,DecisionTree,0,0.7990611222061456,0.7461252726499873,0.052935849556158265,0.0,0.0
99,baseline_stats,3,1471,eeg-eye-state,education,DecisionTree,LogisticRegression,0,0.8301068090787715,0.5951935914552736,0.23491321762349793,0.0,0.0
99,baseline_stats,3,4154,CreditCardSubset,finance,Perceptron,LogisticRegression,0,0.9990870786516854,0.9990168539325844,7.022471910100858e-05,0.0,1.0
99,baseline_stats,3,959,nursery,other,DecisionTree,DecisionTree,1,1.0,1.0,0.0,1.0,1.0
99,baseline_stats,3,46937,in_vehicle_coupon_recommendation,biology,DecisionTree,LogisticRegression,0,0.6843271630344093,0.6272466548706899,0.05708050816371946,0.0,0.0
99,baseline_stats,3,46819,WBCAtt,health,DecisionTree,DecisionTree,1,0.988541331686133,0.988541331686133,0.0,1.0,1.0
99,baseline_stats,3,1459,artificial-characters,image,DecisionTree,LogisticRegression,0,0.9142679456269462,0.3509494019481347,0.5633185436788115,0.0,0.0
99,baseline_stats,3,46281,insurance_company,finance,SVM,SVM,1,0.9403380440809896,0.9403380440809896,0.0,1.0,1.0
99,baseline_stats,3,923,visualizing_soil,other,MLP,LogisticRegression,0,1.0,0.995255031274768,0.004744968725232002,0.0,1.0
99,baseline_stats,3,1507,twonorm,education,LogisticRegression,MLP,0,0.9772972972972972,0.9701351351351352,0.0071621621621620335,0.0,1.0
99,baseline_stats,3,1496,ringnorm,education,SVM,DecisionTree,0,0.9777027027027028,0.8767567567567568,0.10094594594594597,0.0,0.0
99,baseline_stats,3,46962,taiwanese_bankruptcy_prediction,finance,KNN,LogisticRegression,0,0.9696434680270148,0.9670032036455722,0.002640264381442603,0.0,1.0
99,baseline_stats,3,847,wind,sensor_signal,MLP,LogisticRegression,0,0.8609667170165112,0.8533630802530224,0.007603636763488741,0.0,1.0
99,baseline_stats,3,1475,first-order-theorem-proving,biology,MLP,MLP,1,0.5568805145388763,0.5568805145388763,0.0,1.0,1.0
99,baseline_stats,3,41145,philippine,biology,LogisticRegression,DecisionTree,0,0.7217067115839975,0.6915287619366778,0.03017794964731968,0.0,0.0
99,baseline_stats,3,980,optdigits,image,MLP,KNN,0,0.9951957295373666,0.9948398576512456,0.000355871886120962,0.0,1.0
99,baseline_stats,3,40499,texture,image,LogisticRegression,MLP,0,0.9945454545454544,0.9943636363636364,0.00018181818181794984,0.0,1.0
99,baseline_stats,3,1525,wall-robot-navigation,sensor_signal,DecisionTree,DecisionTree,1,0.9998166819431712,0.9998166819431712,0.0,1.0,1.0
99,baseline_stats,3,1489,phoneme,sensor_signal,KNN,MLP,0,0.8774999143454277,0.8595496282591565,0.01795028608627125,0.0,0.0
99,baseline_stats,3,1460,banana,other,SVM,DecisionTree,0,0.9026415094339624,0.8664150943396226,0.03622641509433977,0.0,0.0
99,baseline_stats,3,42193,compas-two-years,social,MLP,SVM,0,0.6788537627459428,0.6688133706735603,0.010040392072382498,0.0,0.0
99,baseline_stats,3,44186,KDDCup09_upselling,education,DecisionTree,LogisticRegression,0,0.7554652213188799,0.7422020634241429,0.013263157894737088,0.0,0.0
99,baseline_stats,3,41146,sylvine,health,MLP,LogisticRegression,0,0.9205684070121952,0.9115914634146344,0.00897694359756085,0.0,1.0
99,baseline_stats,3,40900,Satellite,image,LogisticRegression,DecisionTree,0,0.994313725490196,0.9894117647058824,0.004901960784313597,0.0,1.0
99,baseline_stats,3,46806,product_sentiment_machine_hack,text,MLP,DecisionTree,0,0.8693773124003463,0.7471865594953255,0.1221907529050208,0.0,0.0
99,baseline_stats,3,43607,WMO-Hurricane-Survival-Dataset,education,LogisticRegression,LogisticRegression,1,0.519018453548988,0.519018453548988,0.0,1.0,1.0
99,baseline_stats,3,44037,rl,biology,DecisionTree,LogisticRegression,0,0.7195171026156941,0.5800804828973842,0.1394366197183099,0.0,0.0
99,baseline_stats,3,41156,ada,biology,LogisticRegression,DecisionTree,0,0.8483256064063249,0.7950356795093523,0.05328992689697265,0.0,0.0
99,baseline_stats,3,40497,thyroid-ann,health,DecisionTree,MLP,0,0.997614488731182,0.9814414952483004,0.016172993482881592,0.0,0.0
99,baseline_stats,3,1038,gina_agnostic,image,MLP,MLP,1,0.9207101895862704,0.9207101895862704,0.0,1.0,1.0
99,baseline_stats,3,41144,madeline,biology,DecisionTree,DecisionTree,1,0.7442675159235669,0.7442675159235669,0.0,1.0,1.0
99,baseline_stats,3,737,space_ga,other,LogisticRegression,LogisticRegression,1,0.8374631726651858,0.8374631726651858,0.0,1.0,1.0
99,baseline_stats,3,40476,thyroid-allhypo,health,LogisticRegression,MLP,0,0.7139285714285715,0.7,0.013928571428571512,0.0,0.0
99,baseline_stats,3,40478,thyroid-dis,health,LogisticRegression,MLP,0,0.7139285714285715,0.7,0.013928571428571512,0.0,0.0
99,baseline_stats,3,40477,thyroid-allrep,health,LogisticRegression,MLP,0,0.7139285714285715,0.7,0.013928571428571512,0.0,0.0
99,baseline_stats,3,40475,thyroid-allhyper,health,LogisticRegression,MLP,0,0.7139285714285715,0.7,0.013928571428571512,0.0,0.0
99,baseline_stats,3,40474,thyroid-allbp,health,LogisticRegression,MLP,0,0.7139285714285715,0.7,0.013928571428571512,0.0,0.0
99,baseline_stats,3,1487,ozone-level-8hr,sensor_signal,LogisticRegression,DecisionTree,0,0.9400145005496175,0.9088468944656236,0.031167606083993937,0.0,0.0
99,baseline_stats,3,46564,Apple_Stock_Price_Trends_Classification,finance,LogisticRegression,LogisticRegression,1,0.3907065543248446,0.3907065543248446,0.0,1.0,1.0
99,baseline_stats,3,316,yeast_ml8,biology,SVM,MLP,0,0.9859333025340932,0.9851060007186488,0.0008273018154443257,0.0,1.0
99,baseline_stats,3,46940,Marketing_Campaign,other,LogisticRegression,LogisticRegression,1,0.8816964285714285,0.8816964285714285,0.0,1.0,1.0
99,baseline_stats,3,46863,Fetal_cardiotocography_dataset,health,DecisionTree,LogisticRegression,0,1.0,1.0,0.0,1.0,1.0
99,baseline_stats,3,1560,cardiotocography,biology,LogisticRegression,LogisticRegression,1,0.991530516431925,0.991530516431925,0.0,1.0,1.0
99,baseline_stats,3,44431,jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,SVM,MLP,0,0.7325000000000002,0.7044999999999999,0.028000000000000247,0.0,0.0
99,baseline_stats,3,44693,Satellite_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,DecisionTree,DecisionTree,1,0.9935,0.9935,0.0,1.0,1.0
99,baseline_stats,3,44678,sylvine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,LogisticRegression,LogisticRegression,1,0.909,0.909,0.0,1.0,1.0
99,baseline_stats,3,44740,robert_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,SVM,LogisticRegression,0,0.335,0.279,0.055999999999999994,0.0,0.0
99,baseline_stats,3,44748,guillermo_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,SVM,MLP,0,0.578,0.5239999999999999,0.05400000000000005,0.0,0.0
99,baseline_stats,3,44568,ada_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,LogisticRegression,DecisionTree,0,0.844,0.7889999999999999,0.05500000000000005,0.0,0.0
99,baseline_stats,3,44638,dna_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,SVM,SVM,1,0.8790000000000001,0.8790000000000001,0.0,1.0,1.0
99,baseline_stats,3,44544,gina_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,MLP,1,0.8495000000000001,0.8495000000000001,0.0,1.0,1.0
99,baseline_stats,3,44407,phoneme_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,MLP,1,0.8424999999999999,0.8424999999999999,0.0,1.0,1.0
99,baseline_stats,3,44504,steel-plates-fault_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,DecisionTree,0,0.7460101237643442,0.7305766835396073,0.015433440224736916,0.0,0.0
99,baseline_stats,3,1501,semeion,image,SVM,SVM,1,0.953539953865263,0.953539953865263,0.0,1.0,1.0
99,baseline_stats,3,47150,CanadaFiresD,other,MLP,LogisticRegression,0,0.9651231173262104,0.9235370698749747,0.04158604745123562,0.0,0.0
99,baseline_stats,3,1462,banknote-authentication,image,SVM,LogisticRegression,0,1.0,0.9810510948905108,0.01894890510948921,0.0,0.0
99,baseline_stats,3,46963,website_phishing,other,MLP,DecisionTree,0,0.8891676916769168,0.8751072844061774,0.014060407270739428,0.0,0.0
99,baseline_stats,3,1552,autoUniv-au7-1100,biology,MLP,LogisticRegression,0,0.3463636363636364,0.3381818181818182,0.008181818181818179,0.0,1.0
99,baseline_stats,3,40687,solar-flare,other,LogisticRegression,LogisticRegression,1,0.7626606993988855,0.7626606993988855,0.0,1.0,1.0
99,baseline_stats,3,44602,qsar-biodeg_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,biology,MLP,MLP,1,0.8739336492890996,0.8739336492890996,0.0,1.0,1.0
99,baseline_stats,3,679,rmftsa_sleepdata,health,KNN,DecisionTree,0,0.4951315160210425,0.4746484935437589,0.02048302247728362,0.0,0.0
99,baseline_stats,3,45604,dummy,other,LogisticRegression,MLP,0,0.995,0.992,0.0030000000000000027,0.0,1.0
99,baseline_stats,3,1555,autoUniv-au6-1000,biology,SVM,DecisionTree,0,0.24,0.232,0.00799999999999998,0.0,1.0
99,baseline_stats,3,1547,autoUniv-au1-1000,biology,SVM,SVM,1,0.762,0.762,0.0,1.0,1.0
99,baseline_stats,3,45939,132,other,DecisionTree,DecisionTree,1,1.0,1.0,0.0,1.0,1.0
99,baseline_stats,3,37,diabetes,health,LogisticRegression,DecisionTree,0,0.7746965452847806,0.7017485782191665,0.07294796706561413,0.0,0.0
99,baseline_stats,3,1464,blood-transfusion-service-center,education,MLP,MLP,1,0.7927695749440715,0.7927695749440715,0.0,1.0,1.0
99,baseline_stats,3,41945,ilpd-numeric,health,LogisticRegression,MLP,0,0.715281461833186,0.7101237842617152,0.005157677571470787,0.0,1.0
99,baseline_stats,3,1480,ilpd,health,LogisticRegression,MLP,0,0.715281461833186,0.7014736221632775,0.013807839669908506,0.0,0.0
99,baseline_stats,3,1510,wdbc,image,LogisticRegression,LogisticRegression,1,0.9736686849868031,0.9736686849868031,0.0,1.0,1.0
99,baseline_stats,3,46879,mental_health_detection,health,KNN,MLP,0,0.4611111111111111,0.3722222222222222,0.0888888888888889,0.0,0.0
99,baseline_stats,3,1467,climate-model-simulation-crashes,other,SVM,SVM,1,0.9148148148148147,0.9148148148148147,0.0,1.0,1.0
99,baseline_stats,3,940,water-treatment,sensor_signal,DecisionTree,LogisticRegression,0,0.9125426774483378,0.9051572327044024,0.007385444743935432,0.0,1.0
99,baseline_stats,3,717,rmftsa_ladata,other,LogisticRegression,DecisionTree,0,0.8917297612114152,0.8346922927586876,0.05703746845272761,0.0,0.0
99,baseline_stats,3,779,fri_c1_500_25,other,DecisionTree,MLP,0,0.8300000000000001,0.646,0.18400000000000005,0.0,0.0
99,baseline_stats,3,40496,LED-display-domain-7digit,image,LogisticRegression,LogisticRegression,1,0.73,0.73,0.0,1.0,1.0
99,baseline_stats,3,43327,Birds,other,DecisionTree,LogisticRegression,0,0.05,0.05,0.0,1.0,1.0
99,baseline_stats,3,1506,thoracic-surgery,health,SVM,SVM,1,0.851063829787234,0.851063829787234,0.0,1.0,1.0
99,baseline_stats,3,1498,sa-heart,health,LogisticRegression,SVM,0,0.7210378681626928,0.718770453482936,0.002267414679756774,0.0,1.0
99,baseline_stats,3,1511,wholesale-customers,social,MLP,MLP,1,0.9181818181818182,0.9181818181818182,0.0,1.0,1.0
99,baseline_stats,3,455,cars,other,DecisionTree,DecisionTree,1,0.8348690153568203,0.8348690153568203,0.0,1.0,1.0
99,baseline_stats,3,1508,user-knowledge,education,MLP,SVM,0,0.9158024691358024,0.8860493827160493,0.02975308641975316,0.0,0.0
99,baseline_stats,3,475,analcatdata_germangss,education,LogisticRegression,DecisionTree,0,0.3575,0.3349999999999999,0.022500000000000075,0.0,0.0
99,baseline_stats,3,831,autoMpg,other,MLP,LogisticRegression,0,0.9094620253164556,0.8944303797468354,0.015031645569620222,0.0,0.0
99,baseline_stats,3,46847,differentiated_thyroid_cancer_recurrence,health,MLP,MLP,1,0.9346548188653452,0.9346548188653452,0.0,1.0,1.0
99,baseline_stats,3,1010,dermatology,health,SVM,DecisionTree,0,1.0,0.9890781192151056,0.010921880784894422,0.0,0.0
99,baseline_stats,3,984,analcatdata_draft,other,SVM,SVM,1,0.9125879303961496,0.9125879303961496,0.0,1.0,1.0
99,baseline_stats,3,1523,vertebra-column,health,LogisticRegression,MLP,0,0.8516129032258064,0.8193548387096774,0.032258064516129004,0.0,0.0
99,baseline_stats,3,43,haberman,health,LogisticRegression,KNN,0,0.7418297197250132,0.6830248545742992,0.058804865150714036,0.0,0.0
99,baseline_stats,3,40710,cleve,other,KNN,SVM,0,0.8214754098360656,0.8083060109289617,0.01316939890710389,0.0,0.0
99,baseline_stats,3,880,mu284,other,DecisionTree,MLP,0,0.9929824561403509,0.982393483709273,0.010588972431077814,0.0,0.0
99,baseline_stats,3,41430,DiabeticMellitus,health,DecisionTree,SVM,0,0.9821428571428572,0.8611528822055137,0.12098997493734354,0.0,0.0
99,baseline_stats,3,46590,heart-statlog-uci,health,MLP,SVM,0,0.8518518518518519,0.8407407407407407,0.011111111111111183,0.0,0.0
99,baseline_stats,3,1495,qualitative-bankruptcy,finance,DecisionTree,MLP,0,0.996,0.996,0.0,1.0,1.0
99,baseline_stats,3,41538,conference_attendance,other,SVM,SVM,1,0.8740408163265305,0.8740408163265305,0.0,1.0,1.0
99,baseline_stats,3,46279,algerian_forest_fires,other,DecisionTree,LogisticRegression,0,0.9672619047619048,0.9590986394557824,0.008163265306122325,0.0,1.0
99,baseline_stats,3,851,tecator,other,LogisticRegression,LogisticRegression,1,0.9416666666666668,0.9416666666666668,0.0,1.0,1.0
